model,horizon_step,forecast_count,price_rmse,rmse,price_rmse_improvement_vs_persistence_pct,rmse_improvement_vs_persistence_pct
linear_regression,1,38,27.95291998058389,0.0106310086588806,3.2074451089312817,1.7268368746303797
rnn,1,38,28.08561433947428,0.0105148264201873,2.747964452686618,2.8008267905204103
mlp,1,38,28.15051871209431,0.0106685222224559,2.5232201306673656,1.3800610727341178
dnfs,1,38,28.44708553000915,0.0106369996097351,1.4962984344069898,1.6714564578240634
lstm,1,38,28.65079072263554,0.0107755823262666,0.7909286178518257,0.39039627387996734
cnn_lstm,1,38,28.659773896677468,0.0107125352743508,0.7598225878859709,0.9732039280078161
cnn1d,1,38,28.7665458962864,0.0108028686386872,0.39010326553413344,0.13816129621775464
lstm_gru,1,38,28.795067763256434,0.010831718213485,0.2913406183326801,-0.1285244963700735
naive_persistence,1,38,28.879204616555867,0.01081781467166,0.0,0.0
gru,1,38,29.06309677234332,0.0109064983926768,-0.63676322886688,-0.8197933104652702
mlp,2,37,44.927250227150715,0.0176021007488964,4.024621347599488,3.134495717847889
dnfs,2,37,45.89619273189479,0.0179024742732962,1.954727834975402,1.48152069349926
cnn1d,2,37,46.30870366791323,0.0179748053989081,1.0735055682563124,1.083477808866198
naive_persistence,2,37,46.81122477241407,0.0181716916453814,0.0,0.0
lstm_gru,2,37,46.860112990652866,0.0181904319171836,-0.10443695604308109,-0.10312893355177334
cnn_lstm,2,37,46.95547799081223,0.0182666157519864,-0.30815946196555016,-0.5223735272281332
lstm,2,37,47.27137919804683,0.0183420315035089,-0.9830001839728156,-0.9373913086996085
rnn,2,37,47.39857929108173,0.0183448845238367,-1.254730081349609,-0.9530916649651419
gru,2,37,47.867063654202624,0.0185534080613571,-2.2555250090588537,-2.100610242705267
linear_regression,2,37,49.1284382865104,0.0189007789086908,-4.950123662352599,-4.012214589249353
mlp,3,37,49.11409188470759,0.0194230970645424,3.7843527082159474,2.0997097138432435
dnfs,3,37,50.19115954791377,0.0194890987318852,1.674352127614786,1.76703452971792
naive_persistence,3,37,51.04584676935546,0.0198396725972618,0.0,0.0
cnn1d,3,37,51.16116846685957,0.0198256092197538,-0.22591788520069414,0.07088512897104556
cnn_lstm,3,37,51.48825969994614,0.0200163721417055,-0.8666972116060183,-0.8906374012849627
rnn,3,37,51.57113256435777,0.0199767566225149,-1.029047078748154,-0.6909591102426619
lstm_gru,3,37,51.708728971038376,0.0200918728114962,-1.298601636834575,-1.2711914120458134
lstm,3,37,52.02251667025921,0.0202352333612436,-1.9133190312557982,-1.9937867524910238
gru,3,37,52.96157497566645,0.0205133642962725,-3.7529560729337748,-3.395679518943662
linear_regression,3,37,54.94608654699396,0.0210656619756883,-7.640660356289651,-6.179483922510421
mlp,4,37,55.63397954068632,0.0218077298195622,0.1266556781359605,-0.4377567538274594
naive_persistence,4,37,55.70453249406915,0.0217126810916465,0.0,0.0
cnn1d,4,37,56.4829440190446,0.021943447501172,-1.3973935156144266,-1.0628185830734793
cnn_lstm,4,37,56.89567537807613,0.0221500575126773,-2.138323096300646,-2.0143823749111833
dnfs,4,37,57.12971118214962,0.0221333510464117,-2.558460908422865,-1.9374390154288381
lstm_gru,4,37,57.5083778619682,0.0223379371297154,-3.238238051977379,-2.879681396460311
rnn,4,37,57.55687107866837,0.0223169222733901,-3.3252923984173854,-2.782895300645623
lstm,4,37,57.87645354635737,0.0225248722265683,-3.8990023882158305,-3.74063033253997
gru,4,37,58.60639686208543,0.0227989486040826,-5.209386450420789,-5.002917455707566
linear_regression,4,37,59.76860651481794,0.0226878645568874,-7.295769013376949,-4.491308379305034
cnn1d,5,37,68.81713152442131,0.0271016959848667,0.026451796060675804,0.12283949188232327
naive_persistence,5,37,68.83533970809857,0.0271350285160179,0.0,0.0
mlp,5,37,69.1644896448069,0.0273790318930039,-0.4781699895781996,-0.8992191655223984
dnfs,5,37,69.75382185842055,0.0275261800665541,-1.3343177417542653,-1.441500421882001
lstm_gru,5,37,70.20983319663453,0.0275208400625358,-1.996784637607084,-1.4218210468809873
rnn,5,37,70.49420470401432,0.0275339644127469,-2.4099031151008927,-1.47018786618745
gru,5,37,70.88772684760393,0.0277804089089497,-2.981589323461841,-2.37840322353385
lstm,5,37,70.9984135433266,0.0278438815081922,-3.142388552741528,-2.6123171079619913
cnn_lstm,5,37,71.27706913108861,0.0281520380541447,-3.547203272831039,-3.74795824344336
linear_regression,5,37,76.28430693020869,0.0291803749974875,-10.821428722075055,-7.5376610725219075
mlp,6,37,79.47545186939035,0.0314571541375468,2.689393696344374,1.5432639605906913
naive_persistence,6,37,81.67193165089213,0.031950230530652,0.0,0.0
cnn1d,6,37,81.77811041383157,0.0318740495839525,-0.1300064303527173,0.23843629743582967
lstm_gru,6,37,82.36874618977917,0.0321513795014161,-0.8531872882174303,-0.629569700823046
lstm,6,37,82.59522018399494,0.032286371095536,-1.1304845060472135,-1.0520755540762599
rnn,6,37,82.84541544857859,0.0322313257188188,-1.436826304907948,-0.8797907980574042
cnn_lstm,6,37,83.48731536679601,0.0327392073709711,-2.2227755352521372,-2.4693932632573166
gru,6,37,83.5749163019097,0.0324536173427584,-2.3300350714758373,-1.5755342097562386
dnfs,6,37,83.73130776649518,0.03250460401818,-2.5215224789905513,-1.7351157669931467
linear_regression,6,37,86.46638717597817,0.03313851960751,-5.870383408561961,-3.719187802785948
mlp,7,37,79.1408390087815,0.0309573271742065,1.150987841118827,0.3208415684681687
cnn1d,7,37,79.81523648454284,0.0309349234524404,0.30864746266953696,0.3929790666059154
naive_persistence,7,37,80.06234688676251,0.0310569708465894,0.0,0.0
lstm_gru,7,37,80.66501160938338,0.0311177658970161,-0.7527442625098925,-0.1957533164680041
gru,7,37,81.02587548513169,0.0311651641840324,-1.20347283815195,-0.3483705412785988
lstm,7,37,81.30855046277019,0.0314660207815244,-1.5565414011286247,-1.3170954017233782
rnn,7,37,81.35952012356981,0.0312569752872481,-1.620203862674641,-0.6439921061414934
dnfs,7,37,81.68503586532658,0.0317703151324931,-2.0267816791070934,-2.2968894469050865
cnn_lstm,7,37,81.73237548823249,0.0318115252774435,-2.085910126806565,-2.4295815409085955
linear_regression,7,37,85.16592418138923,0.0320225144953513,-6.374503737499783,-3.1089434109055465
mlp,8,37,77.02383452142196,0.030779419446955,4.3230943718982795,2.5336866124177058
cnn1d,8,37,80.2220474436983,0.0313004371133696,0.3503615438785953,0.8838286206921355
naive_persistence,8,37,80.504102861369,0.0315795461808002,0.0,0.0
lstm_gru,8,37,80.83583133538343,0.0315580513126682,-0.41206405912711613,0.06806579172777721
lstm,8,37,82.10974653027773,0.0320868110971963,-1.9944867551330931,-1.6063084424706084
rnn,8,37,82.15210504755564,0.0319993840152111,-2.047103349533067,-1.3294612658688385
cnn_lstm,8,37,82.73174173271215,0.0325253806065558,-2.767112224303923,-2.9950855542396853
gru,8,37,82.78617594644105,0.0321445347432821,-2.8347289193469494,-1.7890965223097466
dnfs,8,37,83.03041648228219,0.0323975432630963,-3.1381178488052837,-2.5902749761281525
linear_regression,8,37,85.97677442935736,0.0325375661088525,-6.798003298555474,-3.033672246483257
naive_persistence,9,37,75.14652283201825,0.0295839590339087,0.0,0.0
lstm_gru,9,37,76.08472772748779,0.0297342093785306,-1.2485007424319454,-0.5078777470239423
rnn,9,37,76.95723155744167,0.0299715673406967,-2.4095708719231945,-1.3101975511246868
cnn1d,9,37,77.10827958036853,0.0299831926806875,-2.6105755455053763,-1.3494936439075218
cnn_lstm,9,37,77.14950831815376,0.0305054843801592,-2.6654400105949914,-3.1149493723752832
lstm,9,37,77.45420505425888,0.0303424927751424,-3.070910183561251,-2.5640034870393156
gru,9,37,77.54864343653213,0.0301693779798634,-3.1965825083930466,-1.9788390907508429
mlp,9,37,77.67957068846327,0.0306053214252558,-3.370811796717956,-3.452419570269251
dnfs,9,37,79.02242964626998,0.0307208431322625,-5.157799280900723,-3.8429072222913847
linear_regression,9,37,79.46675964438774,0.0301700880874616,-5.749084121998431,-1.981239403695396
naive_persistence,10,37,84.39276203180115,0.0325339629763589,0.0,0.0
lstm_gru,10,37,85.36104539163104,0.0327307041892996,-1.1473535603266678,-0.6047256311309626
cnn_lstm,10,37,85.96391982867956,0.0332483694908662,-1.8617210280265042,-2.195879164878956
lstm,10,37,86.36860368435545,0.0331375206992237,-2.341245392359301,-1.8551620142414897
mlp,10,37,86.37629782128288,0.0336095743149968,-2.350362450199554,-3.30611840746085
gru,10,37,87.04068801998012,0.0331742627390617,-3.1376221425021837,-1.9680964263962348
rnn,10,37,87.38064684825915,0.0333240717082615,-3.5404515085453507,-2.4285659035044036
cnn1d,10,37,87.756611395594,0.0334652011073131,-3.9859453379725567,-2.8623568903391585
linear_regression,10,37,88.44192367560854,0.0328777922573259,-4.797996352200871,-1.0568318443616698
dnfs,10,37,90.3453471247454,0.0343851442272877,-7.0534308270431705,-5.6899961811414626
naive_persistence,11,37,99.67254395228176,0.0385957880876822,0.0,0.0
cnn_lstm,11,37,100.53959749635489,0.0390567572410442,-0.8699020910795976,-1.1943509284349085
linear_regression,11,37,101.23782938478632,0.0379985703824087,-1.5704278936172706,1.5473649713195121
lstm_gru,11,37,101.24895920477236,0.039085598275214,-1.5815942786062671,-1.2690767873920372
lstm,11,37,101.9746435469848,0.0393995561824626,-2.309662724977871,-2.082528002678416
mlp,11,37,102.3726156504938,0.0396607294852593,-2.7089422935815723,-2.75921661492636
rnn,11,37,103.9846658200923,0.0399840091000107,-4.326288561346418,-3.5968199669215988
cnn1d,11,37,104.02424000524267,0.0398296856215148,-4.365992760297453,-3.1969745792712487
gru,11,37,104.05642304894936,0.0401407720268961,-4.398281535551437,-4.0029858587263325
dnfs,11,37,109.45037331995653,0.0417597106207699,-9.809952650908466,-8.197584995284656
naive_persistence,12,37,109.84229353707651,0.0428870773815999,0.0,0.0
cnn_lstm,12,37,110.1486228024412,0.0431238124227104,-0.27888098063182,-0.5519962085643696
lstm_gru,12,37,110.95600040586794,0.0431062918798352,-1.013914433983938,-0.5111434763548459
mlp,12,37,111.53467039836764,0.0435576979783595,-1.540733361252943,-1.5636891989457813
cnn1d,12,37,111.60810894401844,0.0432608087853078,-1.607591529710627,-0.8714312714352664
lstm,12,37,111.66305337179224,0.0433951792576382,-1.6576127246479473,-1.1847435336227767
gru,12,37,113.50444362627591,0.0443252525204554,-3.3340073038107736,-3.3533997340479194
rnn,12,37,113.9096499511572,0.0441178488773905,-3.7029055777206468,-2.8697956842324883
linear_regression,12,37,115.5505990902502,0.0435501642655978,-5.196819339216445,-1.5461228054733127
dnfs,12,37,115.631567863085,0.0450992640990905,-5.270532997432679,-5.158166171611655
naive_persistence,13,37,109.40901692844572,0.0427533220694077,0.0,0.0
cnn_lstm,13,37,110.38107672117862,0.0432585068818329,-0.8884640590168418,-1.1816270361518624
lstm_gru,13,37,111.41018548838926,0.0432613968005561,-1.829070963367046,-1.1883865546718713
lstm,13,37,112.23388847291434,0.0435702396009748,-2.5819366847214313,-1.910769718060463
mlp,13,37,112.44875156708868,0.0438893312519933,-2.7783218641210925,-2.6571249381307736
cnn1d,13,37,112.93969624127774,0.0435822860486483,-3.2270460076806193,-1.9389463534431834
linear_regression,13,37,113.95740698455882,0.0434432299286054,-4.15723510164411,-1.6136941547552133
rnn,13,37,114.27895055172822,0.0441666190919006,-4.451126387935158,-3.305701063881055
gru,13,37,115.17600599571674,0.0447529559362924,-5.271036363522638,-4.677142664231814
dnfs,13,37,119.63465190948592,0.0457683930752695,-9.346245189030297,-7.052249649669331
naive_persistence,14,37,112.22378496973626,0.0436453236510092,0.0,0.0
cnn_lstm,14,37,113.53880032656669,0.044369529881791,-1.1717795449378698,-1.659298569011885
linear_regression,14,37,114.4107289738636,0.0432578982487306,-1.9487348468215546,0.8876676121741573
lstm_gru,14,37,115.39373333357052,0.0448036449928606,-2.824667127997078,-2.653941464871281
lstm,14,37,116.1117239281088,0.0450584967111853,-3.4644518177862356,-3.237856755229784
mlp,14,37,116.46005368493212,0.0451891543558671,-3.774840348094007,-3.5372190551328555
cnn1d,14,37,118.13226609578076,0.0455014281618335,-5.264909865264182,-4.2526996148907825
rnn,14,37,118.75249390144197,0.0457949846588745,-5.8175804117338625,-4.925295147434648
gru,14,37,119.76181957772762,0.0464086435255353,-6.7169670048325045,-6.3313080150849315
dnfs,14,37,126.7839804716998,0.0480794713679441,-12.974250962832917,-10.15950243006703
naive_persistence,15,37,114.13246763874965,0.0442710523396006,0.0,0.0
cnn_lstm,15,37,117.08032566094698,0.0454882538638495,-2.5828391194763727,-2.749429841675809
linear_regression,15,37,117.79812024562248,0.0442896725846428,-3.211752696415281,-0.04205963955716252
lstm_gru,15,37,119.06597427819652,0.0459096182028152,-4.322614538627462,-3.7012128165494182
lstm,15,37,119.26439609199087,0.045867510053714,-4.49646674554057,-3.6060984091072967
mlp,15,37,120.58953872852872,0.0466511808756925,-5.657523422885152,-5.376263744159663
rnn,15,37,121.75506982822652,0.0465861595593244,-6.678732482683038,-5.229392791399556
cnn1d,15,37,121.78460242844308,0.0465375491867617,-6.704608204839534,-5.119591081266684
gru,15,37,123.1714247837285,0.0473375727152192,-7.919707101741479,-6.926694111753884
dnfs,15,37,130.04100629452049,0.0487300613239149,-13.93866178914514,-10.07206458547564
naive_persistence,16,37,121.44620072719631,0.0463255613755699,0.0,0.0
cnn_lstm,16,37,125.49649649357396,0.0478201941331972,-3.335053498689344,-3.2263672867556474
linear_regression,16,37,125.52565539501566,0.0468983175007462,-3.3590632258501003,-1.2363716880468227
lstm,16,37,126.41493024064869,0.0478670574759474,-4.091300908303911,-3.32752816070657
lstm_gru,16,37,126.84665499679258,0.0481027576321372,-4.44678733238207,-3.836318878381716
rnn,16,37,127.39046862216438,0.0483238426357756,-4.89456883737403,-4.313560809345102
gru,16,37,127.6952960303136,0.0487049104756719,-5.145566733005162,-5.13614736540843
cnn1d,16,37,130.6545989673167,0.0491388491380129,-7.582285971057377,-6.072862754182622
mlp,16,37,132.4371814673787,0.0500332765262669,-9.050081990519697,-8.003605440715253
dnfs,16,37,141.23480849998006,0.0517563978642069,-16.294134896187284,-11.72319628165583
naive_persistence,17,37,124.20113588068524,0.0475427890270149,0.0,0.0
cnn_lstm,17,37,129.42947005134272,0.0494643253740298,-4.209570334107181,-4.041698828234575
lstm_gru,17,37,130.28327528654998,0.0495247584447291,-4.897007875763382,-4.168811839347505
lstm,17,37,130.36745012852225,0.0495098865198297,-4.964780880716521,-4.13753070249424
linear_regression,17,37,130.52603186003566,0.0486840664687847,-5.0924622665500205,-2.4005269045560147
rnn,17,37,131.97000715445324,0.0499245519547973,-6.255072643805145,-5.009724874216004
gru,17,37,132.31419893219604,0.0503173213286376,-6.532197144561276,-5.835863562918341
mlp,17,37,132.87860543618302,0.0509515059660215,-6.986626566631288,-7.169787487792712
cnn1d,17,37,133.72047027053202,0.0505632237265613,-7.6644503468886125,-6.353086895743796
dnfs,17,37,143.42703960101292,0.052698088098466,-15.479652085305554,-10.843493149974321
naive_persistence,18,37,126.17983999212736,0.0498278223878295,0.0,0.0
cnn_lstm,18,37,130.57760285105448,0.0514297340837325,-3.4853133901592437,-3.214894047415301
lstm,18,37,130.96325043596494,0.0512297375551482,-3.790946671144954,-2.8135188337291726
lstm_gru,18,37,131.21210623033537,0.0513507192213395,-3.9881697730176104,-3.0563182586160322
gru,18,37,131.68467245237093,0.0515365616424298,-4.362687780066162,-3.429287439656728
rnn,18,37,132.28970476024895,0.0514630451299917,-4.842187760344921,-3.2817463493279275
cnn1d,18,37,134.13129504801017,0.0523847150506681,-6.30168421229487,-5.131455761677286
linear_regression,18,37,135.9826871509854,0.052072529160479,-7.768948795203481,-4.504926495037381
mlp,18,37,136.76932176168938,0.0537277822575351,-8.392372165175301,-7.826871981983643
dnfs,18,37,144.5497882892311,0.0548207490493742,-14.558544612395986,-10.020358952640544
naive_persistence,19,37,131.9924073009782,0.0513085232829044,0.0,0.0
cnn_lstm,19,37,135.48830299047304,0.0524487233519535,-2.648558171625188,-2.2222430038811885
lstm,19,37,136.67041995286792,0.0524545829217193,-3.5441528399604105,-2.233663269737394
gru,19,37,136.6939655638297,0.0526254097231755,-3.5619914501071936,-2.566603667406405
lstm_gru,19,37,136.87084225483542,0.0525802650202838,-3.6959966513324463,-2.4786169158821507
rnn,19,37,137.24913969322176,0.0525572892135278,-3.9826021054808205,-2.433837208172927
cnn1d,19,37,139.6159341041423,0.0535882481121208,-5.77573131595397,-4.4431698348566195
mlp,19,37,141.75808387718544,0.0546456802834924,-7.3986654050023395,-6.504098709268271
linear_regression,19,37,145.66229162905398,0.0544303904791783,-10.356568690276845,-6.084500189297168
dnfs,19,37,149.31512538769428,0.0559516678177595,-13.124026177669174,-9.049460475121798
naive_persistence,20,37,133.75027549774717,0.0508658320749478,0.0,0.0
cnn_lstm,20,37,138.751701637379,0.0525350724336023,-3.7393763272779754,-3.2816535001235745
lstm_gru,20,37,138.96768427741085,0.0522997218374718,-3.900858342345295,-2.818964526936768
lstm,20,37,139.5896300144388,0.0526081163445176,-4.365863543054895,-3.4252546326238167
gru,20,37,140.30026229484238,0.0527840413644485,-4.8971763031662245,-3.771115523431008
cnn1d,20,37,140.43452638241942,0.0530441639963103,-4.997560460938892,-4.2825052348556145
mlp,20,37,140.44909333138236,0.0534539465330068,-5.008451615300054,-5.088119770154491
rnn,20,37,140.7673434138801,0.0527314226560644,-5.246395112099132,-3.6676694453120557
linear_regression,20,37,148.39779044833506,0.0546195324563749,-10.951390489535557,-7.379610690131341
dnfs,20,37,155.04024341161443,0.0565679612636047,-15.917700232494742,-11.210136463029155
